"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"283","3163029","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Health","Climate","Non-Trade","Male",73,"ESB","No Religion","Working","Rural","60,001-70,000","2570"
"284","3195510","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Health","Non-Trade","Female",69,"ESB","No Religion","Middle","Major City","30,001-35,000","2029"
"285","3195510","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees","No Qualification","Female",72,"ESB","No Religion","Middle","Major City","35,001-40,000","2029"
"286","3202122","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Taxation","Trade","Male",57,"Australia","No Religion","Working","Major City","90,001-100,000","2560"
"287","3202122","2019","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","Labor","Economy","Education","Trade","Male",60,"Australia","No Religion","Working","Large Town","70,001-80,000","2560"
"288","3227101","2016","Labor","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health","Postgraduate","Male",55,"Australia","No Religion","Working","Major City","50,001-60,000","2044"
"289","3227101","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Taxation","Postgraduate","Male",58,"Australia","Non-Christian Other","Working","Major City","90,001-100,000","2044"
"290","3261427","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Health","Taxation","No Qualification","Male",68,"Australia","Anglican","Middle","Major City","50,001-60,000","2076"
"291","3261427","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Environment","Health","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","60,001-70,000","2076"
"292","3268867","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","Liberal","No Difference","Labor","Liberal","Health","Education","Trade","Male",73,"Australia","Anglican","Working","Large Country Town","25,001-30,000","2440"
"293","3273010","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Refugees","Climate","Bachelor","Male",33,"Australia","Baptist","Middle","Major City","110,001-120,000","2306"
"294","3273010","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Health","Bachelor","Male",36,"Australia","Baptist","Middle","Major City","120,001-130,000","2306"
"295","3287411","2016","Labor","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Health","Refugees","Non-Trade","Female",56,"Australia","No Religion","None","Small Country Town","20,001-25,000","2582"
"296","3287411","2019","Labor","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Health","Taxation","Non-Trade","Female",59,"Australia","No Religion","None","Small Country Town","30,001-35,000","2582"
"297","3294273","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Education","Postgraduate","Male",58,"NESB","No Religion","Upper","Major City",">180,000","2088"
"298","3294273","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Environment","Postgraduate","Male",61,"NESB","No Religion","Upper","Major City",">180,000","2088"
"299","3299593","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees","No Qualification","Female",48,"Australia","No Religion","Middle","Major City",">180,000","2049"
"300","3299593","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate","Trade","Female",51,"Australia","No Religion","Middle","Major City","140,001-150,000","2049"
"301","3340477","2019","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Liberal","Liberal","Health","Taxation","Postgraduate","Female",35,"Australia","No Religion","Middle","Major City","100,001-110,000","2285"
"302","3348167","2016","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Climate","Health","Postgraduate","Male",23,"Australia","No Religion","Middle","Major City","15,001-20,000","2007"
"303","3348167","2019","Labor","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","No Difference","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Environment","Taxation","Postgraduate","Male",26,"Australia","No Religion","Middle","Major City","80,001-90,000","2007"
